Make,Model,Price,Make_Year,CC,Assembly,Mileage,Registered City,Transmission
61,362,1800000,2011,1000,0,0.06999913999828,66,1
61,362,1725000,2017,1000,0,0.03599907199814399,180,1
59,31,645000,2004,1000,1,0.21499942999885996,66,0
25,87,2500000,2011,1800,1,0.07699915399830799,66,1
61,362,1725000,2015,1000,0,0.04599909199818399,80,1
25,87,1375000,2005,1500,1,0.17499934999869998,97,0
59,105,1780000,2018,1000,1,0.067999135998272,97,0
59,210,690000,2014,800,1,0.00012200024400048798,80,0
61,259,3490000,2013,1800,0,0.08999917999835999,66,1
61,96,1250000,2001,1300,1,0.30999961999924,66,0
59,210,900000,2018,800,1,0.03699907399814799,97,0
25,87,890000,2000,1500,1,0.19199938399876798,97,0
62,57,1118000,2021,800,1,3.1000062000123996e-05,164,0
61,163,5500000,2012,3000,0,0.11599923199846399,66,1
61,32,3375000,2017,1500,0,0.05899911799823599,180,1
61,96,3700000,2020,1600,1,0.03099906199812399,97,1
61,362,2630000,2017,1000,0,0.02999905999811999,180,1
44,109,1650000,2018,660,0,0.06499912999825999,80,1
61,243,1780000,2014,1000,0,0.08199916399832799,80,1
61,380,3120000,2021,1500,1,0.0,180,1
14,216,1100000,2016,660,0,0.103999207998416,66,1
59,105,970000,2012,1000,1,0.087999175998352,80,0
48,334,42500000,2020,800,1,0.0004990009980019959,180,1
61,96,1535000,2009,1300,1,0.15999931999863998,97,0
44,281,1570000,2014,660,0,0.06899913799827599,66,1
61,96,3050000,2018,1300,1,0.03999907999815999,80,1
25,86,2625000,2018,1300,1,0.032999065998131995,97,1
61,362,1725000,2012,1000,0,0.0999991999984,119,1
25,358,3700000,2014,1500,0,0.025999051998103994,180,1
14,106,750000,2006,800,1,0.12999925999851997,97,0
61,96,2300000,2012,1600,1,0.24699949399898796,66,1
61,58,6600000,2017,1800,0,0.023999047998095994,180,1
61,96,1450000,2007,1300,1,0.121499242998486,80,0
61,259,2050000,2011,1500,0,0.14999929999859998,97,1
59,31,1399000,2012,660,0,0.066999133998268,144,1
61,32,550000,2015,1500,0,0.02999905999811999,66,1
25,87,2700000,2013,1800,1,0.14199928399856798,66,1
59,364,1500000,2017,1000,1,0.05499910999821999,97,0
61,32,3328000,2017,1500,0,0.05879911759823519,80,1
61,96,2450000,2014,1600,1,0.12599925199850398,66,1
25,358,3385000,2014,1500,0,0.04199908399816799,66,1
61,141,1725000,2021,2800,1,4.000008000016e-06,180,1
25,358,4100000,2016,1500,0,0.063999127998256,80,1
61,193,21500000,2010,4600,0,0.086999173998348,66,1
61,193,36000000,2016,4600,0,0.032999065998131995,180,1
61,96,2470000,2015,1300,1,0.08199916399832799,66,0
59,195,925000,2010,1300,1,0.14999929999859998,97,0
42,50,3500000,2007,1800,0,0.12998925997851993,66,1
61,96,3550000,2017,1800,1,0.021999043998087994,97,1
61,193,1725000,2013,4600,0,0.12399924799849599,66,1
61,96,2570000,2016,1300,1,0.09634919269838539,97,0
59,54,1050000,2019,800,1,0.06999913999828,97,0
59,31,330000,2019,660,1,2.9000058000115995e-05,66,1
59,105,1750000,2017,1000,1,0.05299910599821199,97,0
59,105,330000,2019,1000,1,2.9000058000115995e-05,66,0
59,105,470000,2005,1000,1,1.5000030000059998e-05,80,0
61,96,2190000,2006,1500,0,0.5,66,1
59,327,2200000,2019,1300,1,0.022999045998091994,66,1
42,50,8500000,2006,3500,0,0.03999907999815999,80,1
61,96,1935000,2011,1300,1,0.148999297998596,97,0
61,96,1950000,2013,1300,1,0.12999925999851997,97,0
25,86,2450000,2018,1300,1,0.04159908319816639,97,0
59,54,950000,2018,800,1,0.016999033998067993,80,0
25,87,1925000,2011,1800,1,0.08999917999835999,97,1
61,163,1575000,2004,2400,1,0.120999241998484,97,0
42,50,10000000,2015,1600,0,0.008999017998035996,97,1
59,210,1000000,2018,800,1,0.017999035998071993,97,0
61,96,600000,2017,1300,1,0.02999905999811999,66,1
59,364,1370000,2016,1000,1,0.10999921999843999,97,0
61,96,3195000,2019,1600,1,0.02699905399810799,80,1
25,143,2250000,2011,1500,0,0.096999193998388,80,1
42,50,9500000,2013,1800,0,0.008724017448034896,80,0
59,31,1100000,2020,660,1,0.024999049998099994,97,0
25,23,1575000,2004,2400,0,0.067999135998272,80,1
25,87,2650000,2013,1800,1,0.08599917199834399,66,1
61,362,2200000,2014,1000,0,0.05799911599823199,97,1
59,46,900000,2005,1300,1,0.1151492302984606,97,0
59,195,710000,2006,1300,1,0.7867865735731471,80,0
61,380,3225000,2021,1500,1,0.0,97,1
2,0,10000000,2015,1600,0,0.008999017998035996,97,1
25,87,3745000,2018,1800,1,0.025999051998103994,119,1
25,45,3575000,2020,1500,1,0.013999027998055994,66,1
59,105,790000,2009,1000,1,0.08499916999834,43,0
59,210,570000,2008,800,1,0.0999991999984,97,0
61,96,2800000,2017,1300,1,0.05999911999823999,66,0
25,86,1830000,2013,1300,1,0.09949919899839799,80,0
61,326,4000000,2000,2700,0,0.21499942999885996,97,1
59,327,1680000,2016,1300,1,0.07799915599831199,80,0
25,87,1300000,2006,1500,1,0.112999225998452,80,1
25,87,1120000,2005,1500,1,0.08999917999835999,80,1
61,96,2290000,2016,1300,1,0.103999207998416,97,0
61,96,2485000,2017,1300,1,0.05199910399820799,97,0
59,327,1260000,2010,1300,1,0.086999173998348,148,0
59,105,1130000,2013,1000,1,0.08499916999834,66,0
25,87,2350000,2017,1800,1,0.08452016904033807,66,1
61,255,8000000,2005,3400,0,0.06999913999828,180,1
59,210,484999,2006,800,1,0.017999035998071993,97,0
41,237,1000000,2003,3500,0,0.14999929999859998,97,0
25,86,1875000,2014,1300,1,0.09799919599839199,80,0
25,86,2950000,2019,1500,1,0.03399906799813599,80,1
61,243,2275000,2016,1000,0,0.027599055198110393,97,1
25,226,1825000,2015,660,0,0.07299914599829199,97,1
61,96,3900000,2018,1800,1,0.03199906399812799,66,1
61,96,1739999,2009,1300,1,0.12299924599849199,97,0
59,210,495000,2005,800,1,0.04999909999819999,97,0
61,96,1350000,2013,1600,0,0.121999243998488,80,1
59,31,570000,2005,1000,1,0.19999939999879998,66,0
35,247,2250000,2021,1000,1,0.002999005998011996,80,1
59,364,2250000,2018,660,0,0.01849903699807399,180,1
25,87,1070000,2002,1500,1,0.17999935999871997,97,1
61,207,3000000,2005,2500,0,0.14999929999859998,66,1
59,105,1710000,2017,1000,1,0.04499908999817999,97,0
61,96,3340000,2018,1600,1,0.04199908399816799,66,1
61,96,1660000,2010,1300,1,0.15499930999861997,97,0
25,87,1200000,2006,1600,1,0.12999925999851997,119,0
59,126,1440000,2014,660,0,0.0999991999984,97,0
59,210,1090000,2019,800,1,0.032999065998131995,97,0
61,163,7000000,2018,2800,0,0.04599909199818399,80,1
59,186,280000,1993,1000,1,0.09499918999837999,80,0
6,184,1850000,2021,1000,1,0.006499012998025996,97,0
27,294,500000,2000,1000,0,0.248510497020994,97,0
61,96,1000000,1999,2000,1,0.0999991999984,80,1
25,87,3750000,2017,1800,1,0.034999069998139995,66,1
61,96,2445000,2007,1800,0,0.16999933999867997,66,1
61,32,2675000,2014,1500,0,0.07999915999832,97,1
61,96,700000,2001,2000,0,0.07999915999832,97,0
61,255,19900000,2016,2700,0,0.05868311736623472,80,1
61,96,3310000,2020,1300,1,0.011999023998047996,97,1
25,86,2150000,2015,1300,1,0.083999167998336,66,0
61,96,1880000,2003,1500,0,0.18499936999873998,97,1
61,96,2875000,2018,1300,1,0.018999037998075993,97,1
61,96,3775000,2021,1600,1,1.4000028000055997e-05,180,1
59,327,1975000,2018,1300,1,0.011999023998047996,97,0
61,66,2850000,2006,2400,0,0.14999929999859998,97,1
61,96,1325000,2004,1600,1,0.26999953999908,97,0
25,87,4225000,2020,1800,1,0.019999039998079993,180,1
61,193,31800000,2015,4600,0,0.087999175998352,180,1
59,364,1425000,2017,1000,1,0.076499152998306,66,0
59,210,290000,1994,800,1,0.004999009998019996,43,0
59,105,615000,2007,1000,1,0.06323912647825296,97,0
25,87,750000,1996,1600,1,0.24999949999899998,80,0
61,260,1850000,2007,1500,0,0.3499996999994,66,1
61,96,1450000,2005,2000,1,0.06999913999828,97,0
35,316,5725000,2021,2000,1,0.0014890029780059559,180,1
35,316,5330000,2019,2000,1,0.04099908199816399,66,1
35,316,5300000,2019,2000,1,0.03509907019814039,66,1
27,346,6200000,2021,2000,0,9.000018000036e-06,180,1
61,255,11200000,2009,2700,0,0.15099930199860398,97,1
61,255,13200000,2011,2700,0,0.05499910999821999,66,1
61,256,1725000,2007,1500,0,0.0999991999984,97,1
25,170,7200000,2018,1500,0,0.001499002998005996,180,1
61,193,17800000,2008,4600,0,0.12699925399850798,66,1
61,96,2725000,2017,1300,1,0.07999915999832,80,1
61,380,3025000,2020,1500,1,0.017999035998071993,80,1
61,96,3000000,2018,1300,1,0.04599909199818399,97,1
44,288,2700000,1991,4200,0,0.19999939999879998,80,1
61,141,9750000,2021,2700,1,1.1000022000043998e-05,180,1
61,32,2625000,2016,1500,0,0.07699915399830799,66,1
59,210,595000,2010,800,1,0.07399914799829599,97,0
14,216,1725000,2016,660,0,0.021999043998087994,180,1
61,96,1480000,2008,2000,1,0.17599935199870398,80,0
59,105,555000,2004,1000,1,0.00020900041800083597,97,0
59,31,985000,2012,660,0,0.08499916999834,97,1
25,358,3550000,2014,1500,0,0.04999909999819999,66,1
6,30,2975000,2021,1500,1,0.000199000398000796,180,1
14,124,1100000,2007,660,0,0.10599921199842399,97,1
59,105,590000,2006,1000,1,0.09849919699839399,97,0
59,210,899000,2017,800,1,0.04899909799819599,66,0
25,136,2365000,2014,1500,0,0.0832991665983332,97,1
14,106,725000,2006,800,1,0.11239922479844959,80,1
59,105,1055000,2015,1000,1,0.09236218472436944,80,0
59,54,790000,2013,800,1,0.04499908999817999,97,0
61,163,5200000,2015,2500,1,0.066999133998268,97,1
25,86,2750000,2020,1300,1,0.017999035998071993,66,0
25,87,1250000,2005,1500,0,0.19299938599877198,97,0
25,86,1150000,2005,1300,1,0.13899927799855596,97,0
59,54,950000,2016,800,1,0.06131712263424526,119,0
59,105,1065000,2014,1000,1,0.06899913799827599,80,0
59,210,440000,2004,800,1,0.066999133998268,119,0
61,276,3629999,2007,2400,0,0.17999935999871997,66,1
59,210,869999,2014,800,1,0.05399910799821599,66,0
61,96,3025000,2018,1300,1,0.001499002998005996,80,1
61,362,2600000,2017,1000,0,0.016999033998067993,180,1
61,259,2425000,2012,1800,0,0.15199930399860798,80,1
61,141,1725000,2019,2800,1,0.04899909799819599,97,1
61,96,4560000,2021,1800,1,1.9000038000075997e-05,180,1
25,45,3700000,2021,1500,1,9.000018000036e-06,180,1
25,358,4620000,2016,1500,0,0.05099910199820399,66,1
27,346,6225000,2021,2000,1,1.9000038000075997e-05,180,1
61,96,3225000,2019,1300,1,0.021999043998087994,80,1
25,61,2200000,2012,1500,0,0.086999173998348,80,1
59,186,345000,1992,1000,1,0.1206232412464825,97,0
61,96,1415000,2020,1300,1,0.04699909399818799,97,0
18,370,950000,2018,1000,1,0.08499916999834,80,0
14,106,640000,2006,800,1,0.0,43,0
59,195,800000,2006,1300,1,0.19999939999879998,97,0
61,96,1480000,2009,2000,1,0.17599935199870398,12,0
59,31,1000000,2011,1000,1,0.10699921399842799,119,0
59,210,540000,2009,800,1,0.07399914799829599,80,0
25,86,1450000,2006,1500,1,0.16499932999865996,97,1
25,87,1425000,2006,1800,1,0.11199922399844799,97,1
59,21,1650000,2008,1500,1,0.2999995999992,97,0
59,195,800000,2007,1300,1,0.09499918999837999,97,0
61,193,2200000,1992,2800,0,0.004499008998017996,57,0
61,96,2065000,2010,1800,1,0.14999929999859998,66,1
61,96,2850000,2013,1600,1,0.06449912899825799,97,1
59,105,655000,2005,1000,1,0.08999917999835999,43,0
59,361,4000000,2016,1600,1,0.10456920913841827,97,1
42,50,8800000,2013,2000,0,0.024999049998099994,80,1
61,125,5600000,2010,2400,0,0.04999909999819999,80,1
25,23,1600000,2003,2000,0,0.078999157998316,80,1
25,358,4550000,2016,1500,0,0.03599907199814399,80,1
1,16,13700000,2019,1400,0,0.004999009998019996,80,1
38,159,6300000,2021,1500,1,3.4000068000136e-05,180,1
61,163,7100000,2018,2800,1,0.015999031998063993,80,1
43,192,1225000,2008,1300,0,0.12999925999851997,97,0
14,216,1325000,2019,660,0,0.02899905799811599,97,1
61,141,7300000,2015,2700,1,0.005999011998023996,80,1
61,96,3250000,2018,1300,1,0.028599057198114394,66,0
27,120,4450000,2021,2000,1,9.9000198000396e-05,180,1
25,87,1490000,2007,1800,1,0.08026116052232105,80,1
61,163,1565000,1991,2400,1,0.3999997999996,66,0
61,96,1835000,2011,1300,1,0.12849925699851397,66,0
25,87,1450000,2008,1800,1,0.11599923199846399,167,1
27,127,420000,1993,1300,0,0.0999991999984,97,0
59,210,375000,2003,800,1,0.0999991999984,80,0
35,316,4900000,2020,2000,1,0.005999011998023996,180,1
25,87,4620000,2021,1800,1,0.005999011998023996,66,1
61,326,2850000,1997,2700,0,0.00017900035800071597,97,1
59,210,365000,2006,800,1,0.08549917099834199,80,0
59,105,700000,2007,1000,1,0.6000002000004,97,0
25,86,2550000,2016,1500,1,0.05199910399820799,97,1
25,86,2275000,2015,1300,1,0.063999127998256,97,1
61,243,1450000,2007,1000,0,0.14999929999859998,66,1
59,105,1425000,2016,1000,1,0.062999125998252,97,0
35,316,5735000,2021,2000,1,4.9000098000195997e-05,180,1
14,335,1000000,2008,1000,0,0.13619927239854476,97,0
61,141,9995000,2021,2800,1,9.000018000036e-06,180,1
59,364,1495000,2017,1000,1,0.8800007600015199,97,0
61,96,3425000,2018,1600,1,0.04099908199816399,97,1
59,186,430000,1999,1000,1,0.19999939999879998,97,0
61,259,6850000,2017,1800,0,0.024999049998099994,180,1
1,261,5900000,2018,1000,0,0.03799907599815199,80,1
25,87,3790000,2018,1800,1,0.04399908799817599,80,1
41,107,4000000,2015,1500,0,0.03099906199812399,180,1
61,243,2550000,2018,1000,0,0.028143056286112567,180,1
25,87,3400000,2016,1800,1,0.04099908199816399,97,1
61,243,2450000,2017,1000,0,0.026308052616105228,180,1
61,96,2890000,2018,1300,1,0.06499912999825999,80,0
25,87,2380000,2013,1800,1,0.091999183998368,80,1
59,31,525000,2006,1000,1,0.14999929999859998,80,0
61,96,700000,2001,2000,0,0.07999915999832,97,0
61,96,2365000,2011,1600,1,0.05499910999821999,97,1
41,110,1400000,2007,1300,0,0.12999925999851997,66,1
61,32,2350000,2013,1500,0,0.05799911599823199,80,1
25,87,3810000,2018,1800,1,0.03999907999815999,66,1
59,210,600000,2012,800,1,0.19999939999879998,97,0
61,58,5850000,2020,1800,0,0.04999909999819999,180,1
59,175,1900000,2013,660,0,0.04199908399816799,80,1
25,87,3425000,2017,1800,1,0.087999175998352,97,1
61,96,2850000,2014,1800,1,0.12999925999851997,97,1
61,141,9950000,2020,2800,1,0.012699025398050795,180,1
28,237,2700000,2017,2800,0,0.022999045998091994,144,0
61,32,2200000,2013,1500,0,0.04999909999819999,80,1
59,105,1990000,2019,1000,1,0.02799905599811199,43,0
59,327,1310000,2013,1300,1,0.13046926093852185,97,0
61,96,2930000,2018,1300,1,0.051225102450204896,97,0
59,105,1185000,2013,1000,1,0.013799027598055196,66,0
61,32,2200000,2012,1500,0,0.09399918799837599,97,1
27,346,1821000,2021,2000,1,1.000002000004e-06,180,1
27,346,6175000,2021,2000,1,9.000018000036e-06,180,1
25,150,3150000,2018,1500,0,0.03899907799815599,80,1
27,346,6270000,2021,2000,1,9.000018000036e-06,180,1
59,54,770000,2013,800,1,0.019999039998079993,97,0
25,87,2600000,2012,1800,1,0.09370518741037481,66,1
27,120,4475000,2021,2000,1,4.9000098000195997e-05,180,1
25,87,2200000,2015,1800,1,0.07999915999832,80,0
61,96,2050000,2010,1800,1,0.10499920999842,97,1
25,226,1525000,2012,660,0,0.070999141998284,97,1
14,106,645000,2006,800,1,0.07999915999832,97,0
61,303,3800000,2017,1500,0,0.034999069998139995,180,1
59,31,750000,1999,660,1,0.19299938599877198,66,1
27,294,670000,2005,1100,1,0.14999929999859998,97,0
25,86,1530000,2009,1300,1,0.13919927839855678,97,0
59,105,700000,2007,1000,1,0.04999909999819999,97,0
49,246,650000,2020,800,1,0.010399020798041595,80,0
61,96,3450000,2017,1800,1,0.10299920599841199,66,1
59,327,1700000,2017,1300,1,0.06179912359824719,97,0
59,210,660000,2010,800,1,0.067999135998272,66,0
59,105,1380000,2017,1000,1,0.06199912399824799,97,0
25,358,3900000,2015,1500,0,0.06499912999825999,64,1
61,116,825000,2000,1300,0,0.095999191998384,66,1
25,86,2255000,2017,1300,1,0.04399908799817599,80,0
61,259,3350000,2011,1800,0,0.13799927599855197,80,1
14,335,1100000,2006,1000,0,0.08499916999834,80,1
14,106,434999,2002,800,1,0.17549935099870198,80,0
25,86,1150000,2005,1300,1,0.22099944199888397,80,1
59,379,3750000,2018,1000,0,0.0,97,1
61,32,3525000,2017,1500,0,0.017999035998071993,97,1
61,193,15400000,2008,4600,0,0.11999923999847999,97,1
2,371,6375000,2017,1500,0,0.04099908199816399,66,1
1,14,5675000,2016,1800,1,0.05399910799821599,66,1
27,120,4565000,2021,2000,1,0.0,43,1
61,255,13300000,2012,2700,0,0.06999913999828,66,1
25,87,1700000,2011,1800,1,0.082999165998332,97,1
61,96,340000,1996,1600,1,0.2999995999992,97,0
25,87,1880000,2007,1800,1,0.092999185998372,97,1
59,105,1050000,2012,1000,1,0.05583911167822335,119,0
61,243,1350000,2008,1000,0,0.0999991999984,80,1
61,207,4000000,2006,3000,0,0.087999175998352,66,1
61,96,1545000,2009,1300,1,0.0999991999984,97,0
18,352,1425000,2018,1300,1,0.05649911299822599,66,0
25,87,1190000,2003,1500,1,0.10299920599841199,97,1
61,96,1250000,2003,2000,1,0.36363572727145455,134,0
59,277,600000,2010,600,1,0.04999909999819999,97,0
25,87,1870000,2010,1800,1,0.11599923199846399,66,1
61,96,2560000,2015,1300,1,0.07699915399830799,97,0
61,32,3225000,2017,1500,0,0.11999923999847999,180,1
59,105,2200000,2021,1000,1,0.004859009718019436,80,0
59,54,990000,2017,800,1,0.06999913999828,66,0
59,364,360000,2021,1000,1,1.6000032000064e-05,53,0
35,247,1850000,2020,1000,1,0.008499016998033996,80,0
61,32,2800000,2015,1500,0,0.056308112616225224,97,1
59,210,1090000,2019,800,1,0.011999023998047996,97,0
61,96,4100000,2019,1800,1,0.011499022998045996,66,1
25,86,2825000,2020,1300,1,0.012999025998051996,97,1
1,264,6900000,2007,3000,0,0.09799919599839199,66,1
25,226,1725000,2016,660,0,0.12799925599851197,80,1
25,87,2430000,2013,1800,1,0.08444616889233779,66,1
14,106,1000000,2010,800,1,0.082999165998332,97,0
61,362,1764999,2012,1000,0,0.08999917999835999,80,1
61,243,2000000,2015,1000,0,0.07999915999832,66,1
25,86,1750000,2013,1500,1,0.0,97,0
59,105,880000,2009,1000,0,0.02379904759809519,97,0
61,96,4100000,2019,1800,1,0.02899905799811599,64,1
61,96,2325000,2017,5539,1,0.0749991499983,97,0
25,87,1375000,2005,1500,1,0.09799919599839199,66,1
59,364,1525000,2017,1000,1,0.04499908999817999,97,0
59,186,470000,1998,1000,1,0.14999929999859998,134,0
59,31,869999,2010,1000,1,0.009999019998039996,66,0
61,96,1770000,2009,1300,1,0.13799927599855197,66,0
59,31,1450000,2020,660,1,0.009999019998039996,66,0
59,31,1570000,2015,660,0,0.04899909799819599,66,1
61,96,2685000,2015,1800,1,0.0999991999984,97,1
25,86,2780000,2018,1500,1,0.05199910399820799,66,1
61,96,1950000,2015,1300,1,0.09799919599839199,80,0
61,256,3750000,2007,1800,0,0.06999913999828,180,1
61,255,2700000,1995,3000,0,0.19999939999879998,80,0
61,259,3100000,2013,1800,0,0.13999927999856,66,1
59,210,610000,2012,800,1,0.16999933999867997,97,0
14,365,1630000,2015,660,0,0.05634911269822539,180,1
61,96,1930000,2013,1300,1,0.13131926263852525,97,0
14,106,740000,2007,800,1,0.18499936999873998,97,0
61,96,2160000,2006,1500,0,0.16999933999867997,80,1
61,96,2000000,2011,1300,1,0.0,66,0
61,96,2900000,2013,1300,1,0.0023990047980095956,80,0
61,259,2050000,2010,1500,0,0.00018800037600075198,97,1
25,86,1585000,2010,1300,1,0.07699915399830799,80,0
61,380,3085000,2020,1500,1,0.005999011998023996,80,1
59,46,725000,2001,1600,1,0.0999991999984,97,0
61,362,1875000,2011,1000,0,0.103999207998416,97,1
14,216,2050000,2018,660,0,0.032999065998131995,180,1
61,96,2465000,2016,1300,1,0.08099916199832399,97,0
59,31,550000,2002,1000,0,0.12399924799849599,80,0
59,105,1745000,2019,1000,1,0.03899907799815599,66,0
25,173,3500000,2015,1500,0,0.13499926999853998,66,1
27,346,6290000,2021,2000,1,1.1000022000043998e-05,180,1
25,87,3750000,2018,1800,1,0.03899907799815599,80,1
61,161,2000000,2010,2700,0,0.18499936999873998,97,1
61,96,2175000,2013,1600,1,0.14099928199856399,97,1
43,192,1425000,2006,1500,0,0.091999183998368,97,1
25,87,2250000,2021,1800,1,3.2000064000128e-05,97,1
61,193,33500000,2016,4600,0,0.034999069998139995,180,1
25,196,1450000,2013,660,0,0.1249992499985,97,1
61,96,2375000,2013,1600,1,0.09799919599839199,53,1
61,231,4250000,2015,1800,0,0.06199912399824799,180,1
61,243,2350000,2017,1000,0,0.04299908599817199,180,1
44,109,1975000,2017,660,0,0.007299014598029196,180,1
61,96,3290000,2019,1300,1,0.008999017998035996,97,1
14,216,1875000,2017,660,0,0.02999905999811999,180,1
61,362,2549000,2017,1000,0,0.07659915319830639,180,1
25,86,1450000,2021,1300,1,3.2000064000128e-05,97,1
61,362,2650000,2018,1000,0,0.05249910499820999,180,1
61,362,1735000,2011,1000,0,0.09499918999837999,80,1
59,31,1600000,2015,660,0,0.05499910999821999,66,1
41,269,2200000,2003,1300,0,0.06999913999828,97,0
59,175,1900000,2008,1500,1,0.08499916999834,80,0
59,364,1475000,2015,660,0,0.07999915999832,66,1
25,86,1100000,2004,1300,1,0.15872231744463486,80,0
59,105,1150000,2013,1000,1,0.11599923199846399,97,0
59,210,550000,2007,800,1,0.11999923999847999,66,0
59,195,800000,2007,1300,1,0.14999929999859998,97,0
25,86,2475000,2017,1300,0,0.05399910799821599,43,1
61,141,8250000,2017,2700,1,0.032999065998131995,97,1
28,108,6300000,2019,3000,1,0.004999009998019996,97,1
25,87,2150000,2010,1800,1,0.06999913999828,97,1
61,96,1250000,1995,1500,0,0.19999939999879998,66,1
61,96,2270000,2007,1500,0,0.12999925999851997,97,1
61,96,1015000,2006,2000,1,0.3999997999996,43,0
61,96,1950000,2013,1300,1,0.11499922999845999,144,0
25,24,698000,2012,600,0,0.005299010598021196,66,1
61,96,1450000,2008,1300,1,0.19999939999879998,66,0
25,87,930000,1998,1500,1,0.13679927359854718,97,0
61,163,7800000,2021,2800,1,1.4000028000055997e-05,180,1
2,371,6800000,2017,1500,0,0.09851619703239406,66,1
61,96,1850000,2020,1300,1,4.300008600017199e-05,97,1
59,31,890000,2021,660,1,4.300008600017199e-05,97,1
59,364,975000,2021,1000,1,3.2000064000128e-05,97,0
59,105,1050000,2021,1000,1,4.300008600017199e-05,97,0
25,136,2699000,2016,1500,0,0.067999135998272,97,1
35,316,3400000,2021,2000,1,4.300008600017199e-05,97,1
61,96,1350000,2003,1300,1,0.16499932999865996,97,1
61,96,1650000,2008,2000,1,0.13999927999856,97,0
59,206,570000,1998,1300,1,0.012034024068048136,97,0
59,210,850000,2016,800,1,0.06999913999828,66,0
43,119,1200000,2014,660,0,0.11999923999847999,97,1
59,31,1850000,2015,660,0,0.05099910199820399,144,1
25,87,3720000,2018,1800,1,0.067999135998272,66,1
59,105,580000,2004,1000,1,0.22359744719489436,97,0
25,87,1125000,2006,1600,1,0.11499922999845999,80,0
59,210,395000,2002,800,1,0.05219910439820879,66,0
61,96,2025000,2012,1600,1,0.12699925399850798,66,1
59,327,1120000,2011,1300,1,0.082999165998332,80,0
61,96,2300000,2015,1300,1,0.16999933999867997,144,0
59,105,780000,2007,1000,1,0.0999991999984,97,0
59,54,850000,2015,800,1,0.09899919799839599,97,0
25,87,1190000,2004,1500,1,0.19699939399878796,97,1
25,87,3500000,2017,1800,1,0.08499916999834,80,1
25,143,3200000,2015,100,0,0.05999911999823999,180,1
59,105,580000,2004,1000,1,0.32359864719729436,97,0
61,96,1850000,2010,1300,1,0.121999243998488,97,0
25,87,1925000,2008,1800,1,0.087999175998352,97,1
61,32,3600000,2017,1500,0,0.025999051998103994,180,1
61,193,19700000,2011,4600,0,0.07999915999832,66,1
61,193,37500000,2016,4600,0,0.008899017798035596,180,1
61,259,5500000,2017,1800,0,0.0749991499983,180,1
25,87,2785000,2014,1800,1,0.062999125998252,66,1
50,377,6750000,2021,1500,0,5.300010600021199e-05,180,1
61,193,9500000,2003,4700,0,0.05399910799821599,80,1
61,255,19500000,2016,2700,0,0.027302054604109203,180,1
25,143,2895000,2014,1500,0,0.07699915399830799,97,1
61,96,2250000,2007,1500,0,0.00022900045800091598,66,1
61,96,3570000,2018,1600,1,0.04499908999817999,66,1
59,105,1150000,2013,1000,1,0.05799911599823199,97,0
61,58,5300000,2017,1800,0,0.096999193998388,180,1
59,277,850000,2017,800,1,0.03259906519813039,97,0
61,32,2425000,2014,1500,0,0.095999191998384,80,1
44,90,920000,2016,660,0,0.071999143998288,80,0
14,221,1400000,2012,660,0,0.0749991499983,97,1
59,31,819999,2010,1000,1,0.07999915999832,66,0
59,31,740000,2007,1000,1,0.16499932999865996,144,0
61,96,2875000,2017,1300,1,0.04649909299818599,97,0
59,210,415000,2002,800,1,0.05519911039822079,66,0
25,87,2220000,2011,1800,1,0.07699915399830799,66,1
61,251,1230000,2005,1000,1,0.12849925699851397,97,1
61,362,1210000,2000,1000,0,0.21499942999885996,134,1
61,96,2650000,2015,1800,1,0.14999929999859998,97,1
25,86,2180000,2016,1300,1,0.096999193998388,97,0
14,106,730000,2007,800,1,0.08962217924435849,97,0
2,237,2000000,1994,3000,0,0.06999913999828,80,0
61,256,3050000,2007,1800,0,0.000199000398000796,97,1
25,358,4300000,2016,1500,0,0.012499024998049996,80,1
61,96,3095000,2015,1500,0,0.116999233998468,66,1
61,96,1450000,2009,1300,1,0.3499996999994,97,0
59,277,730000,2014,800,1,0.0999991999984,80,0
25,87,3990000,2019,1800,1,0.03699907399814799,97,1
61,193,34000000,2017,4600,0,0.07863415726831453,180,1
14,56,2475000,2019,1000,0,0.009799019598039195,180,1
61,259,5950000,2017,1800,0,0.04099908199816399,180,1
61,193,20299999,2010,4600,0,0.08199916399832799,66,1
61,256,4000000,2007,1800,0,0.08999917999835999,80,1
25,86,2250000,2015,1500,1,0.06521213042426084,97,1
25,358,5300000,2018,1500,0,0.010199020398040796,80,1
44,325,1450000,2005,1300,1,0.28999957999916,97,0
61,141,5700000,2021,2800,1,1.9000038000075997e-05,66,1
61,96,2500000,2013,1600,1,0.16999933999867997,66,1
25,86,1430000,2020,1300,1,0.014999029998059995,66,1
61,96,3180000,2017,1600,1,0.04199908399816799,80,1
61,362,2080000,2007,1300,0,0.06199912399824799,66,1
25,26,1950000,2006,1500,0,0.083999167998336,80,1
61,32,3500000,2017,1500,0,0.06999913999828,66,1
44,109,1550000,2015,660,0,0.096999193998388,97,1
43,215,785000,2013,660,0,0.0,97,0
59,327,1480000,2014,1300,1,0.13399926799853598,97,0
42,50,1250000,2006,660,0,0.06499912999825999,97,1
25,86,1930000,2012,1300,1,0.116999233998468,97,1
59,210,800000,2015,800,1,0.05499910999821999,97,0
59,210,570000,2011,800,1,0.08499916999834,119,0
59,209,1800000,2019,1500,1,0.028499056998113993,97,0
61,141,5390000,2013,2700,1,0.086999173998348,66,1
