Make,Model,Price,Make_Year,CC,Assembly,Mileage,Registered City,Transmission
61,255,16299999,2015,2700,0,0.03199906399812799,180,1
61,255,15800000,2012,4000,0,0.06499912999825999,66,1
25,87,3690000,2018,1800,1,0.04199908399816799,66,1
59,105,1250000,2017,1000,1,0.04499908999817999,80,0
59,126,1190000,2012,660,0,0.09499918999837999,66,1
43,237,1950000,2004,1800,0,0.14999929999859998,80,1
61,96,1975000,2013,1300,0,0.11899923799847599,97,0
61,96,3750000,2018,1800,1,0.05199910399820799,80,1
27,294,750000,2004,1000,1,0.20699941399882796,97,0
61,255,7250000,2003,3400,0,0.11999923999847999,97,1
59,210,570000,2009,800,1,0.08999917999835999,97,0
59,364,1600000,2018,1000,1,0.11999923999847999,97,0
61,96,3050000,2018,1300,1,0.024799049598099192,80,0
59,126,1400000,2014,660,0,0.04899909799819599,66,1
25,86,2450000,2015,1300,1,0.06499912999825999,80,1
61,96,1650000,2012,1300,1,0.082999165998332,80,0
59,210,390000,2003,800,1,0.19999939999879998,43,0
61,96,3400000,2018,1600,1,0.024199048398096792,97,1
25,86,2375000,2017,1500,1,0.0999991999984,43,0
61,363,1725000,2014,1800,0,0.15399930799861597,180,1
61,193,33700000,2016,4608,0,0.04199908399816799,180,1
61,326,5500000,2005,2700,0,0.067999135998272,80,1
61,161,1725000,2014,2700,0,0.12649625299250597,180,1
25,358,1725000,2016,1500,0,0.04879909759819519,180,1
61,32,1725000,2017,1500,0,0.0823991647983296,180,1
25,87,3595000,2017,1800,1,0.11999923999847999,66,1
61,303,1725000,2015,1500,0,0.11499922999845999,180,1
25,87,3770000,2018,1800,1,0.02999905999811999,97,1
61,141,8000000,2017,2700,1,0.062999125998252,66,1
14,216,1500000,2012,660,0,0.0749991499983,97,1
61,96,2200000,2011,1600,1,0.15999931999863998,66,1
42,50,3600000,2003,1800,0,0.117999235998472,80,1
59,327,1050000,2010,1300,1,0.12999925999851997,80,0
59,210,1125000,2019,800,1,0.020999041998083993,97,0
59,105,1350000,2016,1000,1,0.03199906399812799,80,0
14,56,1500000,2010,1000,0,0.10999921999843999,80,1
61,96,2450000,2015,1300,1,0.19099938199876398,66,1
25,86,2075000,2016,1300,1,0.087999175998352,97,0
59,46,819999,2005,1300,1,0.18499936999873998,66,0
61,96,4100000,2019,1800,1,0.022999045998091994,66,1
61,96,2700000,2017,1300,1,0.03999907999815999,80,0
44,90,1300000,2013,660,0,0.12999925999851997,80,0
61,163,3320000,2011,2500,1,0.18999937999875996,97,0
61,96,2000000,2002,1500,1,0.14999929999859998,66,1
61,96,2700000,2016,1800,1,0.11499922999845999,66,1
59,210,815000,2016,800,1,0.04899909799819599,97,0
59,195,720000,2006,1300,1,0.15599931199862396,80,0
61,275,1850000,2007,1500,0,0.14999929999859998,97,1
61,96,1430000,2009,1300,1,0.18799937599875197,66,0
25,87,4150000,2019,1800,1,0.04799909599819199,66,1
59,126,1725000,2016,660,0,0.03799907599815199,180,1
61,96,4100000,2019,1800,1,0.025999051998103994,97,1
61,96,3450000,2019,1300,1,0.0013930027860055718,97,1
61,193,1725000,2016,4600,0,0.023999047998095994,180,1
37,191,1725000,2016,5700,0,0.004999009998019996,180,1
61,96,1269000,2008,1300,1,0.04799909599819199,97,0
61,193,1725000,2016,4600,0,0.024999049998099994,180,1
59,126,1200000,2011,660,0,0.116999233998468,80,1
61,259,1725000,2016,1800,0,0.100999201998404,180,1
25,358,1725000,2015,1500,0,0.029599059198118394,180,1
61,141,1725000,2020,2800,1,0.004999009998019996,80,1
61,141,9395000,2020,2700,1,0.006499012998025996,66,1
25,87,2300000,2014,1800,1,0.13499926999853998,97,1
44,205,1150000,2002,1000,0,0.14999929999859998,66,1
25,358,3475000,2015,1500,0,0.07999915999832,97,1
25,150,4050000,2017,1500,0,0.03199906399812799,180,1
25,358,4400000,2015,1500,0,0.08999917999835999,180,1
25,86,1380000,2007,1300,1,0.087999175998352,80,1
59,327,1450000,2010,1300,0,0.0749991499983,66,1
61,362,2700000,2017,1000,0,0.03699907399814799,180,1
25,87,2425000,2013,1800,1,0.05799911599823199,80,1
25,86,1860000,2011,1300,1,0.07699915399830799,80,1
59,54,700000,2012,800,1,0.0999991999984,80,0
61,362,2800000,2018,1000,0,0.04499908999817999,180,1
61,362,1375000,2008,1000,0,0.07999915999832,80,1
61,49,1650000,2010,1000,0,0.070999141998284,80,1
25,86,720000,1998,1300,1,0.19999939999879998,164,0
59,31,790000,2012,1000,1,0.08499916999834,80,0
61,193,3200000,1997,4200,0,7.000014000027999e-06,115,1
61,32,3350000,2018,1500,0,0.020999041998083993,180,1
25,358,3500000,2014,1500,0,0.08499916999834,80,1
35,316,5525000,2020,2000,0,0.020999041998083993,97,1
59,195,950000,2009,1600,1,0.16299932599865197,80,1
59,31,980000,2006,660,0,0.17899935799871597,97,1
25,358,4600000,2015,1500,0,0.05999911999823999,180,1
59,31,750000,2011,1000,1,0.11999923999847999,80,0
59,54,900000,2014,800,1,0.117999235998472,97,0
61,141,8450000,2018,2700,1,0.024999049998099994,66,1
61,141,6200000,2020,2800,1,0.008999017998035996,66,1
61,388,1560000,2009,1300,0,0.08999917999835999,66,1
25,87,1125000,2004,1600,1,0.24999949999899998,97,1
61,96,3379999,2018,1600,1,0.05249910499820999,66,1
14,216,1940000,2017,660,0,0.02899905799811599,180,1
61,96,3600000,2017,1500,0,0.070999141998284,180,1
61,380,3160000,2021,1500,1,2.4000048000095998e-05,180,1
61,243,2600000,2019,1000,0,0.014999029998059995,180,1
61,96,3075000,2015,1800,1,0.02899905799811599,97,1
59,210,890000,2017,800,1,0.08499916999834,144,0
61,32,2450000,2013,1500,0,0.13999927999856,66,1
61,96,3350000,2016,1500,0,0.07999915999832,180,1
63,350,2500000,2013,1000,0,0.074749149498299,97,1
25,86,1795000,2011,1300,1,0.14099928199856399,97,0
59,210,850000,2016,800,1,0.025999051998103994,97,0
59,210,520000,2007,800,1,0.07999915999832,66,0
61,163,4950000,2012,3000,0,0.12699925399850798,80,1
59,186,420000,1997,1000,1,0.000449000898001796,97,0
61,96,3150000,2017,1600,1,0.067999135998272,97,1
8,208,720000,2008,1000,0,0.12299924599849199,97,0
25,87,1850000,2008,1800,0,0.086999173998348,80,1
59,54,900000,2015,800,1,0.013999027998055994,97,0
61,193,35000000,2016,4600,0,0.034999069998139995,97,1
61,243,1210000,2007,1000,0,0.16099932199864397,80,1
59,364,160000,2018,1000,1,0.04799909599819199,97,0
61,32,2999000,2016,1500,0,0.0999991999984,66,1
14,216,1725000,2011,660,0,0.0999991999984,80,1
43,192,850000,2007,1600,0,0.24999949999899998,66,0
61,259,3050000,2014,1800,0,0.05799911599823199,80,1
61,96,2875000,2018,1300,1,0.04299908599817199,80,0
25,86,1689999,2013,1300,1,0.10999921999843999,80,0
61,163,7925000,2021,2800,1,4.000008000016e-06,97,1
61,363,4175000,2016,1800,0,0.10299920599841199,180,1
61,243,2450000,2018,1000,0,0.001399002798005596,180,1
25,226,2100000,2018,660,0,0.034999069998139995,180,1
61,96,1990000,2014,1300,1,0.092999185998372,97,0
61,58,5600000,2017,1500,0,0.034999069998139995,180,1
59,31,1925000,2018,660,0,0.0074990149980299955,180,1
25,358,4400000,2015,1500,0,0.04910409820819641,180,1
61,141,7900000,2017,2700,1,0.023999047998095994,97,1
59,364,1625000,2015,660,0,0.083999167998336,66,1
59,105,1295000,2014,1000,1,0.05999911999823999,66,0
61,32,2800000,2015,1500,0,0.07442914885829771,97,1
59,364,1500000,2017,1000,1,0.112999225998452,97,0
59,105,1400000,2016,1000,1,0.07999915999832,144,0
25,87,790000,1997,1600,1,0.18572437144874288,80,1
59,105,810000,2006,1000,1,0.07999915999832,80,0
25,226,1415000,2013,660,0,0.075999151998304,97,1
25,86,2375000,2015,1300,1,0.05589911179822359,66,1
25,87,3550000,2017,1500,0,0.03999907999815999,97,1
61,96,2400000,2006,1500,0,0.19299938599877198,97,1
25,45,1725000,2018,1500,1,0.067999135998272,66,1
27,120,4390000,2021,2000,1,0.000699001398002796,180,1
27,294,850000,2006,1000,1,0.14199928399856798,97,0
61,362,2600000,2017,1000,0,0.03099906199812399,80,1
38,237,6498000,2021,1500,1,5.900011800023599e-05,180,1
59,210,610000,2009,800,0,0.04399908799817599,66,0
59,105,1050000,2013,1000,1,0.096999193998388,80,0
61,251,1050000,2002,1000,0,0.14999929999859998,80,1
61,32,2250000,2013,1500,0,0.09899919799839599,80,1
42,50,4000000,2007,1800,0,0.15999931999863998,97,1
25,87,735000,2000,1600,1,0.10499920999842,80,0
59,210,890000,2017,800,1,0.04499908999817999,97,0
20,274,6000000,2013,3200,0,0.06499912999825999,80,1
25,87,2350000,2013,1800,1,0.095999191998384,97,0
25,226,2200000,2018,660,0,0.014999029998059995,66,1
59,327,1400000,2012,1300,1,0.07299914599829199,97,0
25,87,3700000,2018,1800,1,0.06999913999828,97,1
61,141,8300000,2021,2700,1,9.000018000036e-06,180,1
61,141,9200000,2021,2700,1,9.000018000036e-06,180,1
61,141,9220000,2021,2700,1,9.000018000036e-06,180,1
61,141,9200000,2021,2700,1,9.000018000036e-06,180,1
42,50,1725000,1994,3200,0,0.067999135998272,80,1
61,141,9200000,2019,2700,1,0.04799909599819199,66,1
25,87,1850000,2010,1800,1,0.116999233998468,80,1
